<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SELG;D;231226;000000;65.47;65.9;62.77;65.33;4626260
SELG;D;231227;000000;65.34;67;64.04;65.81;4009490
SELG;D;231228;000000;65.83;66.19;63.7;64;1973270
SELG;D;231229;000000;64.06;64.5;62.32;62.39;2453660
SELG;D;240103;000000;62.7;65.34;62.68;64.91;1524730
SELG;D;240104;000000;64.96;66.07;64.45;65.37;1604420
SELG;D;240105;000000;65.37;65.37;64.04;64.45;1393060
SELG;D;240108;000000;64.49;65.49;64.3;65;1847290
SELG;D;240109;000000;65.12;68.2;64.76;67.45;6105180
SELG;D;240110;000000;67.51;69.95;67.51;68.54;5322020
SELG;D;240111;000000;68.54;70.4;67.5;69.06;5223080
SELG;D;240112;000000;69.22;69.87;68.52;69.24;1863700
SELG;D;240115;000000;69.5;70.9;69.45;70.38;2667510
SELG;D;240116;000000;70.44;70.71;69.25;69.65;1736430
SELG;D;240117;000000;69.84;71.27;68.6;71.07;4973440
SELG;D;240118;000000;71.11;71.7;70;70.22;2282920
SELG;D;240119;000000;70.39;72.27;69.28;71.05;6398780
SELG;D;240122;000000;71.05;71.84;70.8;71.34;1997230
SELG;D;240123;000000;71.32;71.65;69.93;70.52;1697160
SELG;D;240124;000000;70.55;70.67;69.41;69.83;1396460
SELG;D;240125;000000;69.96;70.04;68.65;69.09;1561480
SELG;D;240126;000000;69.11;69.38;68.72;69.19;600680
SELG;D;240129;000000;69.26;70.65;69.04;70.1;1413540
SELG;D;240130;000000;70.15;70.38;69.5;69.85;1083340
SELG;D;240131;000000;70.03;70.59;69.71;69.93;1033070
SELG;D;240201;000000;69.98;71.53;69.98;70.14;2048650
SELG;D;240202;000000;70.01;70.31;69.52;69.61;1001360
SELG;D;240205;000000;69.6;70.12;69.15;69.48;1179210
SELG;D;240206;000000;69.49;69.67;69.02;69.2;862310
SELG;D;240207;000000;69.21;69.4;67.64;68.27;1657500
SELG;D;240208;000000;68.31;68.71;66.61;67.27;2266500
SELG;D;240209;000000;67.11;68.35;66;67.24;2411330
SELG;D;240212;000000;67.33;67.64;66.14;66.79;1156740
SELG;D;240213;000000;66.83;67.52;66.29;67.39;1744530
SELG;D;240214;000000;67.78;68;66.39;66.59;1359550
SELG;D;240215;000000;66.61;68;66.6;67.32;2565380
SELG;D;240216;000000;67.52;68.2;66.11;66.37;2001650
SELG;D;240219;000000;66.36;67.5;64.55;64.95;3769650
SELG;D;240220;000000;65;65.05;61.65;63.15;5122920
SELG;D;240221;000000;63.14;63.89;60.86;63.22;2422140
SELG;D;240222;000000;63.22;63.69;62.1;62.81;1226180
SELG;D;240226;000000;63.73;64.47;63.15;64.06;1339060
SELG;D;240227;000000;64.13;64.41;63.1;63.51;711880
SELG;D;240228;000000;63.72;63.72;62.62;63.07;972780
SELG;D;240229;000000;62.83;63.63;62.82;63.15;779710
SELG;D;240301;000000;63.44;64.61;62.6;64.33;2318060
SELG;D;240304;000000;64.51;66.66;64.22;66.31;4559020
SELG;D;240305;000000;66.5;67.9;65.02;66.8;5173200
SELG;D;240306;000000;66.9;68.74;66.74;68.37;3878220
SELG;D;240307;000000;68.53;69.96;67.86;68.86;6309750
SELG;D;240311;000000;69.45;70.33;68.45;68.66;3258980
SELG;D;240312;000000;68.72;68.94;67.21;67.58;2981830
SELG;D;240313;000000;67.7;68.6;67.32;67.87;2008040
SELG;D;240314;000000;67.51;68.94;67.01;67.81;2041840
SELG;D;240315;000000;67.88;69.18;67.6;68.17;2642500
SELG;D;240318;000000;68.18;69.89;67.32;68.76;4099720
SELG;D;240319;000000;69;70.7;66.78;68.41;7702900
SELG;D;240320;000000;68.5;69.88;67.45;69.62;2622040
SELG;D;240321;000000;70.06;70.47;68.3;69.37;3496650
SELG;D;240322;000000;69.45;69.47;67.11;67.7;1591040
SELG;D;240325;000000;67.99;68.35;67.03;68.21;1364070
SELG;D;240326;000000;68.3;72;68.25;71.88;9867850
SELG;D;240327;000000;71.88;73.2;70.88;72.91;5793650
SELG;D;240328;000000;73.15;74.15;71.98;74;5632190
SELG;D;240329;000000;74.68;74.96;72.64;73.34;6780020
SELG;D;240401;000000;74.16;76.86;73.87;76.8;10411750
SELG;D;240402;000000;76.89;79.79;75.8;78.81;9718930
SELG;D;240403;000000;79.1;80.48;78.6;80;7860770
SELG;D;240404;000000;80.05;80.75;78.3;78.56;5112460
SELG;D;240405;000000;78.11;80.63;77.14;79.97;8937110
SELG;D;240408;000000;80.3;82.09;80.3;81.61;4721750
SELG;D;240409;000000;82.12;82.88;80.3;80.87;5988410
SELG;D;240410;000000;81.15;81.27;78.3;79.98;3906040
SELG;D;240411;000000;80.06;81.84;79.63;81.7;2758710
SELG;D;240412;000000;82;85.1;81.94;83.28;14561750
SELG;D;240415;000000;82.88;83.82;80.11;81.8;8087140
SELG;D;240416;000000;81.85;82.15;79.09;79.66;4963770
SELG;D;240417;000000;79.79;79.81;75.32;75.61;8737640
SELG;D;240418;000000;75.61;77.23;75;76.58;4415810
SELG;D;240419;000000;77.21;77.61;76;76.29;2649800
SELG;D;240422;000000;75.95;76.12;74.02;74.46;3747290
SELG;D;240423;000000;74.28;74.98;73.5;74.05;3004090
SELG;D;240424;000000;74.46;74.6;73.53;74.08;1642510
SELG;D;240425;000000;74.19;75.65;73.41;75.35;2414060
SELG;D;240426;000000;75.47;76.2;74.12;74.54;2269840
SELG;D;240427;000000;74.8;75.13;73.71;74.39;1397290
SELG;D;240429;000000;74.48;75.34;74.37;75.3;660600
SELG;D;240430;000000;75.19;75.37;73.99;74.19;907930
SELG;D;240502;000000;74.05;74.44;71.65;72.25;2651300
SELG;D;240503;000000;72.25;73.84;72.25;73.57;2539730
SELG;D;240506;000000;73.7;74.99;73.46;73.5;2098910
SELG;D;240507;000000;73.83;75.41;73.51;74.39;1878030
SELG;D;240508;000000;74.46;74.99;73.06;74.13;891840
SELG;D;240510;000000;75.12;76.99;75.1;76.76;5472400
SELG;D;240513;000000;76.7;76.8;74.84;75.72;1865390
SELG;D;240514;000000;75.53;76.25;74.93;75.78;1027730
SELG;D;240515;000000;75.82;77.61;75.32;77.01;3582430
SELG;D;240516;000000;77.63;77.98;75.4;75.8;1849060
SELG;D;240517;000000;76.05;76.48;75.51;76;953370
SELG;D;240520;000000;76.7;79.6;76.59;79;9660240
SELG;D;240521;000000;78.95;78.95;76.2;77.09;2988140
SELG;D;240522;000000;76.58;78.1;73.8;74.34;3579960
SELG;D;240523;000000;74.01;75.3;73.34;73.87;2023170
SELG;D;240524;000000;74.28;75.87;71.01;71.29;3641110
SELG;D;240527;000000;72.37;72.37;69.01;70.89;3217890
SELG;D;240528;000000;70.83;72;68.34;70.03;2858930
SELG;D;240529;000000;70.45;71.03;69.05;70.76;1489230
SELG;D;240530;000000;70.79;71.28;68.8;68.97;1925380
SELG;D;240531;000000;69.02;69.25;64.27;65.53;4144700
SELG;D;240603;000000;65.56;66.66;57.86;65.2;9822840
SELG;D;240604;000000;65.35;65.98;63.29;65.7;2707780
SELG;D;240605;000000;66.48;69.08;65.8;68.42;4281460
SELG;D;240606;000000;68.6;69.76;67.71;69.51;2454680
SELG;D;240607;000000;69.98;71.71;69.4;70.22;2368110
SELG;D;240610;000000;70.52;72.2;70.03;71.05;2942710
SELG;D;240611;000000;70.97;72.5;70.43;71.37;2386940
SELG;D;240613;000000;63.63;70.7;48.64;70.19;5312350
SELG;D;240614;000000;69;69.69;67.92;69.26;2946580
SELG;D;240617;000000;69.24;69.44;68.25;68.94;759200
SELG;D;240618;000000;68.95;69.11;65.76;66.84;1844130
SELG;D;240619;000000;66.85;67.28;64.52;65.5;1555490
SELG;D;240620;000000;65.5;70.7;65.43;70.39;4306710
SELG;D;240621;000000;70.26;70.97;69.29;69.75;1061760
SELG;D;240624;000000;68.05;69;66.11;66.86;5003040
SELG;D;240625;000000;66.57;66.57;64.55;65.2;4322130
SELG;D;240626;000000;64.98;65.95;64.62;64.9;1914910
SELG;D;240627;000000;64.78;65.48;63.43;65.08;2301740
SELG;D;240628;000000;65.08;65.84;62.1;62.23;4765840
SELG;D;240701;000000;62.65;62.81;61.7;62.4;2645470
SELG;D;240702;000000;62.4;62.61;60.83;61.08;4687300
SELG;D;240703;000000;61.1;61.33;58.87;59.2;5087800
SELG;D;240704;000000;59.16;59.55;56.62;57.15;9547580
SELG;D;240705;000000;56.82;58.3;56.69;57.5;3505690
SELG;D;240708;000000;58.21;58.22;53.79;53.9;7443780
SELG;D;240709;000000;53.92;54.28;50.75;51.39;11945380
SELG;D;240710;000000;51.5;53.65;50.2;51.59;13324090
SELG;D;240711;000000;51.37;56;51.36;55.92;10196970
SELG;D;240712;000000;56;56.47;53.33;54.37;6886910
SELG;D;240715;000000;55.05;55.18;52.08;53.5;5657480
SELG;D;240716;000000;53.82;55.8;52.42;55.68;6183020
SELG;D;240717;000000;55.74;58.6;54.36;56.7;13507360
SELG;D;240718;000000;56.86;59.4;56.72;59.23;10398730
SELG;D;240719;000000;59.06;60.5;58.11;59.41;7708320
SELG;D;240722;000000;60.07;60.48;58.41;59.01;3432000
SELG;D;240723;000000;59.04;59.85;58.44;59.61;1979930
SELG;D;240724;000000;59.6;59.79;58.8;59.19;1740090
SELG;D;240725;000000;59.12;59.12;58.11;58.34;1281400
SELG;D;240726;000000;58.33;59.04;56.1;57.2;3816990
SELG;D;240729;000000;56.8;57.41;55.55;56.02;4338680
SELG;D;240730;000000;56.02;57.47;55.6;57.4;1764970
SELG;D;240731;000000;57.69;58.99;57.36;58.69;3172230
SELG;D;240801;000000;58.61;59.87;56.7;57.01;4399250
SELG;D;240802;000000;57.65;57.65;56.37;57.25;3918710
SELG;D;240805;000000;56.28;56.69;55.56;55.66;3548550
SELG;D;240806;000000;56.2;56.44;55.06;55.74;1624030
SELG;D;240807;000000;55.76;56.4;55;56.22;1142030
SELG;D;240808;000000;56.31;56.48;55.55;55.71;1161190
SELG;D;240809;000000;55.7;56.2;55.5;55.66;719410
SELG;D;240812;000000;55.72;56.54;55.24;56.32;1820500
SELG;D;240813;000000;56.69;56.87;56;56.51;1277110
SELG;D;240814;000000;56.79;57.8;55.69;56.1;2006320
SELG;D;240815;000000;56.28;56.5;54.55;54.85;1247550
SELG;D;240816;000000;55;55.49;54.2;54.83;1722490
SELG;D;240819;000000;54.85;55.1;51.34;52.42;4723260
SELG;D;240820;000000;52.55;54.1;51.48;53.65;5140300
SELG;D;240821;000000;53.69;53.91;51.9;52.79;4051500
SELG;D;240822;000000;52.98;53.16;51;51.39;2656780
SELG;D;240823;000000;51.4;52.57;50.62;51.22;2842830
SELG;D;240826;000000;53;53.17;50.74;51.51;4219810
SELG;D;240827;000000;51.61;52.35;50;50.51;3453990
SELG;D;240828;000000;50.35;50.44;48.74;49.42;4297430
SELG;D;240829;000000;50.74;52.39;50.39;51.37;9771190
SELG;D;240830;000000;51.11;51.33;48.85;49.37;4115660
SELG;D;240902;000000;49.27;49.35;43.78;46.6;23710260
SELG;D;240903;000000;46.51;48.29;45.5;46.32;6247660
SELG;D;240904;000000;46.31;48.6;46.01;47.95;2631610
SELG;D;240905;000000;48.23;49.46;47.5;47.87;2463660
SELG;D;240906;000000;47.7;48.3;47.18;47.83;1391110
SELG;D;240909;000000;48.28;49.49;47.94;49.43;1507130
SELG;D;240910;000000;49;51.03;48.93;50.04;3977400
SELG;D;240911;000000;50.29;50.97;49;49.11;2662240
SELG;D;240912;000000;49.25;50.25;48.85;50.16;2649510
SELG;D;240913;000000;50.43;51.4;49.2;51.27;3499720
SELG;D;240916;000000;52.28;54.1;52.07;54;5255080
SELG;D;240917;000000;54.3;54.95;53.05;54.12;2722860
SELG;D;240918;000000;54.4;55.17;53.38;54.21;3559830
SELG;D;240919;000000;54.39;55.5;54.01;54.7;3037270
SELG;D;240920;000000;55.18;56.23;54.83;55.94;2744890
SELG;D;240923;000000;57;57.79;56.02;57.73;3512090
SELG;D;240924;000000;57.99;59.49;57.2;59.38;4694300
SELG;D;240925;000000;59.16;59.29;57.06;57.92;3105890
SELG;D;240926;000000;57.92;58.74;57.21;58;2231570
SELG;D;240927;000000;58.1;58.34;57.63;58.09;1455300
SELG;D;240930;000000;58.48;59;57.75;57.75;1733440
SELG;D;241001;000000;58.17;58.68;56.98;58.47;3622130
SELG;D;241002;000000;58.7;58.86;56.41;57.19;2273900
SELG;D;241003;000000;57.19;57.93;56.49;57.59;2432990
SELG;D;241004;000000;57.95;58.12;57.01;57.74;1866470
SELG;D;241007;000000;57.95;58.41;57.17;57.57;1877200
SELG;D;241008;000000;57.7;58.05;57.27;57.61;2339710
SELG;D;241009;000000;57.6;57.8;56.39;56.78;3149890
SELG;D;241010;000000;56.5;56.98;56.23;56.84;3928810
SELG;D;241011;000000;52;52.8;51.76;51.92;7744630
SELG;D;241014;000000;51.93;52.24;51.23;51.88;2290410
SELG;D;241015;000000;51.9;52.06;51.74;51.85;1096130
SELG;D;241016;000000;52.13;52.17;51.61;51.91;1308750
SELG;D;241017;000000;51.95;52.15;51;51.07;1105450
SELG;D;241018;000000;51.25;51.82;51.25;51.75;1200600
SELG;D;241021;000000;52.01;53.4;51.76;52.38;4223450
SELG;D;241022;000000;52.66;53.04;51.41;51.73;2545060
SELG;D;241023;000000;51.76;51.87;49.07;49.46;3198100
SELG;D;241024;000000;49.42;49.61;48.25;48.9;2381100
SELG;D;241025;000000;49.02;49.24;46.9;47.52;2841800
SELG;D;241028;000000;46.51;46.97;44.78;45.22;4116360
SELG;D;241029;000000;45.22;47.35;43.62;46.95;5265740
SELG;D;241030;000000;47.52;47.9;45.8;45.96;3555650
SELG;D;241031;000000;45.82;46.74;45;45.4;2663200
SELG;D;241101;000000;45.4;46.92;44.77;46.19;4352260
SELG;D;241102;000000;46.2;46.28;45.21;45.46;1262340
SELG;D;241105;000000;45.6;45.67;44.22;44.42;4714830
SELG;D;241106;000000;44.7;45.85;44.21;44.54;3894150
SELG;D;241107;000000;44.3;44.59;43.2;44.54;3545870
SELG;D;241108;000000;44.56;44.72;43.8;44.44;3309330
SELG;D;241111;000000;45;45.89;44.8;44.97;4198620
SELG;D;241112;000000;44.98;45.99;43.87;45.11;6434140
SELG;D;241113;000000;45.2;45.58;44.7;45.39;3034070
SELG;D;241114;000000;45.11;45.9;44.96;45.21;2288560
SELG;D;241115;000000;45.23;45.78;45.13;45.49;1936650
SELG;D;241118;000000;45.15;45.15;44.29;44.69;2662730
SELG;D;241119;000000;45;45;41.68;42.51;6672630
SELG;D;241120;000000;42.77;43.02;40.53;41.05;4795310
SELG;D;241121;000000;41.16;41.6;39.42;41.24;4483140
SELG;D;241122;000000;41.59;41.87;40.77;41.09;1932830
SELG;D;241125;000000;41;41.19;38.88;39.21;2801980
SELG;D;241126;000000;39.1;39.21;36;36.75;6174630
SELG;D;241127;000000;37.09;38.5;35.02;38.44;6661480
SELG;D;241128;000000;38.73;39.4;36.51;36.98;6191720
SELG;D;241129;000000;37;38.41;36.94;37.12;4116220
SELG;D;241202;000000;36.9;38;36.69;37.56;1324650
SELG;D;241203;000000;37.57;37.9;36.03;36.54;2225190
SELG;D;241204;000000;36.68;37.38;35.5;35.6;2126750
SELG;D;241205;000000;35.73;36.76;35.08;36.62;2576430
SELG;D;241206;000000;36.78;37.59;36;36.68;2025100
SELG;D;241209;000000;37;37.63;36.24;37.35;1696190
SELG;D;241210;000000;37.29;37.83;36.34;37.33;2753720
SELG;D;241211;000000;37.38;38.4;37.13;38.28;4324300
SELG;D;241212;000000;38.37;38.7;36.84;37.05;3224500
SELG;D;241213;000000;37.05;37.25;36.6;36.8;909610
SELG;D;241216;000000;36.87;36.97;35.2;35.4;2283660
SELG;D;241217;000000;35.45;36.21;35.42;35.95;1274640
SELG;D;241218;000000;35.95;36.48;35.83;36.21;1179870
SELG;D;241219;000000;36.21;36.99;35.95;36.4;2537120
SELG;D;241220;000000;36.41;39.78;36.4;39.58;4926180
SELG;D;241223;000000;40.97;41.92;40.42;41.54;4765130
SELG;D;241224;000000;41.55;41.6;40.26;40.27;1897890
SELG;D;241225;000000;39.91;41.01;39.5;40.83;1946070
SELG;D;241226;000000;41.19;41.4;39.99;40.23;1819140
SELG;D;241227;000000;40.29;40.57;39.62;40.28;1907670
SELG;D;241228;000000;40.32;41.3;40.28;40.79;1746680
SELG;D;241230;000000;41.05;42.64;40.88;41.65;2942870
SELG;D;250103;000000;41.8;42;41.12;41.67;1312310
SELG;D;250106;000000;41.79;42;41.32;41.88;696650
SELG;D;250108;000000;42.14;43.36;42.06;42.78;2308070
SELG;D;250109;000000;42.89;43.3;40.53;40.92;2467030
SELG;D;250110;000000;41.14;42.15;40.57;41.57;2448970
SELG;D;250113;000000;41.95;42.8;41.01;41.47;2758400
SELG;D;250114;000000;41.8;42.13;41.22;41.74;865200
SELG;D;250115;000000;42;42.27;41.55;42.23;1769370
SELG;D;250116;000000;42.41;43.46;42.2;43.27;3896130
SELG;D;250117;000000;43.5;43.94;42.89;43.31;2849990
SELG;D;250120;000000;43.73;43.91;42.41;42.65;2128370
SELG;D;250121;000000;42.65;44.49;42.5;44.19;3806400
SELG;D;250122;000000;44.4;45;43.59;44.07;3457630
SELG;D;250123;000000;44.07;44.75;43.04;43.98;2897310
SELG;D;250124;000000;44.39;44.89;44.01;44.48;2195980
SELG;D;250127;000000;44.5;45.39;42.91;43.16;5390310
SELG;D;250128;000000;43.4;43.4;42.45;43.24;1938040
SELG;D;250129;000000;43.26;44.28;42.02;42.83;16129070
SELG;D;250130;000000;42.81;43.23;42.57;43.07;2147180
SELG;D;250131;000000;43.21;43.58;42.5;42.59;2846100
SELG;D;250203;000000;42.55;42.58;41.63;41.79;2349770
SELG;D;250204;000000;42.05;45.25;41.8;45.19;30392170
SELG;D;250205;000000;45.22;52.05;45.21;51.94;220542720
SELG;D;250206;000000;52.22;56.3;48.2;50.14;532801810
SELG;D;250207;000000;50.58;52.98;49.96;51.88;185935870
SELG;D;250210;000000;52.2;53.26;50.92;52;85218670
SELG;D;250211;000000;52.39;52.85;51.59;52.12;23417200
SELG;D;250212;000000;52.12;54.5;50.77;53.01;41581930
SELG;D;250213;000000;53.09;56.44;53.01;53.64;26660190
SELG;D;250214;000000;53.64;54.29;52.05;53.26;9284430
SELG;D;250217;000000;53.54;55.37;53.28;54.1;15089260
SELG;D;250218;000000;54.14;54.69;53.35;54.38;8419290
SELG;D;250219;000000;54.36;57.17;53.99;56.44;43840690
SELG;D;250220;000000;56.46;58.2;55.4;55.98;25282770
SELG;D;250221;000000;55.98;56.4;54.62;55.36;8118620
