<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
PLZL;D;231222;000000;10643.5;10725;10483.5;10555.5;106073
PLZL;D;231225;000000;10629;10629;10450;10496.5;64735
PLZL;D;231226;000000;10549.5;10704;10500;10613;87127
PLZL;D;231227;000000;10613.5;10698;10601;10670;62265
PLZL;D;231228;000000;10671.5;10785;10605;10619.5;89780
PLZL;D;231229;000000;10622;10684;10531.5;10674.5;45075
PLZL;D;240103;000000;10704;10920;10680.5;10830;53606
PLZL;D;240104;000000;10900;10900;10760;10862.5;24758
PLZL;D;240105;000000;10879;10879.5;10785;10800;16163
PLZL;D;240108;000000;10844;10918;10726.5;10900;48738
PLZL;D;240109;000000;10922;11019;10860.5;10898.5;55682
PLZL;D;240110;000000;10900;10902;10806.5;10809;31895
PLZL;D;240111;000000;10814;10886;10684.5;10851.5;99177
PLZL;D;240112;000000;10878;11208.5;10868;10999;138177
PLZL;D;240115;000000;11022;11103.5;10930;11049;60133
PLZL;D;240116;000000;11050;11068.5;10955.5;10995.5;35711
PLZL;D;240117;000000;10993;11044;10949.5;10966;33728
PLZL;D;240118;000000;10975;11137.5;10975;11030.5;58866
PLZL;D;240119;000000;11020;11137;10983;11003;52685
PLZL;D;240122;000000;11030.5;11092.5;10995;11063;37914
PLZL;D;240123;000000;11079;11084.5;11013.5;11052;24202
PLZL;D;240124;000000;11036.5;11110;10935;10936;61874
PLZL;D;240125;000000;10946.5;11000;10875.5;10951.5;53839
PLZL;D;240126;000000;10969;10995.5;10947;10958;27683
PLZL;D;240129;000000;10961.5;11020;10961.5;10981;28460
PLZL;D;240130;000000;10985;11100;10948.5;11077.5;71436
PLZL;D;240131;000000;11075;11440;11050.5;11413;154784
PLZL;D;240201;000000;11422;11550;11250;11373;143640
PLZL;D;240202;000000;11383.5;11477;11260;11295;52737
PLZL;D;240205;000000;11299;11358.5;11260;11320;37802
PLZL;D;240206;000000;11311;11335;11270;11310;29368
PLZL;D;240207;000000;11327.5;11456;11312;11390;61135
PLZL;D;240208;000000;11391;11420.5;11130.5;11152;137431
PLZL;D;240209;000000;11159;11210;11066;11167;76496
PLZL;D;240212;000000;11174;11180;11025;11111;57518
PLZL;D;240213;000000;11110.5;11140;11067;11080;40316
PLZL;D;240214;000000;11080;11108;10983;10999;70163
PLZL;D;240215;000000;11000.5;11134;10913;11038;67974
PLZL;D;240216;000000;11051;11098.5;10776;10846;119098
PLZL;D;240219;000000;10851.5;11009.5;10811;10927.5;80975
PLZL;D;240220;000000;10951;11086.5;10610;10735.5;99583
PLZL;D;240221;000000;10732.5;10876;10648.5;10728;91379
PLZL;D;240222;000000;10728;10843.5;10681.5;10774;55978
PLZL;D;240226;000000;10871;11014;10860;11002;67199
PLZL;D;240227;000000;11002.5;11087;10865.5;10904.5;66890
PLZL;D;240228;000000;10910;11047;10890;11045.5;58683
PLZL;D;240229;000000;11060;11195;10959;11014;168268
PLZL;D;240301;000000;11010;11053;10890;11005;75241
PLZL;D;240304;000000;11015.5;11598;11015.5;11592;287660
PLZL;D;240305;000000;11591;11674;11361;11365.5;249864
PLZL;D;240306;000000;11398.5;11829.5;11372;11752;252293
PLZL;D;240307;000000;11785.5;11884.5;11601;11702.5;152267
PLZL;D;240311;000000;11760;11899.5;11651;11741.5;105699
PLZL;D;240312;000000;11700;11753;11555;11646;87407
PLZL;D;240313;000000;11653.5;11935.5;11625;11870;118514
PLZL;D;240314;000000;11868;11929;11713;11752.5;125268
PLZL;D;240315;000000;11752.5;11876;11750;11760;98696
PLZL;D;240318;000000;11780.5;11789;11572.5;11673;88412
PLZL;D;240319;000000;11626;11733;11469.5;11534;104080
PLZL;D;240320;000000;11557.5;11825;11371.5;11759.5;125597
PLZL;D;240321;000000;11851;11936;11632;11666;168468
PLZL;D;240322;000000;11660;11680.5;11253.5;11406;192866
PLZL;D;240325;000000;11410;11519;11275.5;11481;124500
PLZL;D;240326;000000;11530;11666.5;11465.5;11573.5;94970
PLZL;D;240327;000000;11590;11628.5;11400;11523;145322
PLZL;D;240328;000000;11564.5;11749.5;11470;11716.5;139572
PLZL;D;240329;000000;11749.5;12047.5;11728;11985;308199
PLZL;D;240401;000000;12157.5;12497.5;12103.5;12450;403393
PLZL;D;240402;000000;12490;13000;12490;13000;410480
PLZL;D;240403;000000;13076.5;13480;13002.5;13313.5;531309
PLZL;D;240404;000000;13315;13334.5;13032.5;13105;242245
PLZL;D;240405;000000;13002;13420;12750;13363.5;530536
PLZL;D;240408;000000;13494;13729;13265;13455;298405
PLZL;D;240409;000000;13480.5;13984;13433;13920;474439
PLZL;D;240410;000000;13985;13986;13661;13710.5;217248
PLZL;D;240411;000000;13711;14180;13710.5;14158;244692
PLZL;D;240412;000000;14221.5;14831.5;14213;14562.5;864458
PLZL;D;240415;000000;14618.5;14698.5;14241;14569.5;412564
PLZL;D;240416;000000;14580;14600;14392;14469;176163
PLZL;D;240417;000000;14462;14479.5;14130.5;14130.5;203179
PLZL;D;240418;000000;14150;14298;14080;14235;113771
PLZL;D;240419;000000;14292.5;14427.5;14173;14253.5;109057
PLZL;D;240422;000000;14120.5;14134.5;13775;13861;258075
PLZL;D;240423;000000;13700.5;13794;13500;13600;247185
PLZL;D;240424;000000;13650;13688;13308.5;13311;172875
PLZL;D;240425;000000;13351;13678;13311;13592;203289
PLZL;D;240426;000000;13637.5;13882.5;13620.5;13784.5;142037
PLZL;D;240427;000000;13804.5;13845;13628.5;13712.5;65678
PLZL;D;240429;000000;13709.5;13709.5;13511.5;13577.5;56904
PLZL;D;240430;000000;13530.5;13540.5;13179;13226;127936
PLZL;D;240502;000000;13330;13378;13187;13301;99800
PLZL;D;240503;000000;13294.5;13327.5;13017.5;13202.5;134739
PLZL;D;240506;000000;13259.5;13669;13251;13635;178579
PLZL;D;240507;000000;13641;13647;13420;13515;92499
PLZL;D;240508;000000;13540;13620;13445.5;13489;51352
PLZL;D;240510;000000;13681;14050;13678.5;13910;201314
PLZL;D;240513;000000;13865;13970;13740;13950;113319
PLZL;D;240514;000000;13945.5;13945.5;13767.5;13905;85444
PLZL;D;240515;000000;13904.5;14340;13901;14335;188942
PLZL;D;240516;000000;14351;14388;14099.5;14170;108480
PLZL;D;240517;000000;14220;14380;14055;14355.5;122546
PLZL;D;240520;000000;14502;14752.5;14416.5;14498;255946
PLZL;D;240521;000000;14415;14626.5;14232;14467;131223
PLZL;D;240522;000000;14444;14535;13913;13915.5;171814
PLZL;D;240523;000000;13866;14178;13662;13938.5;241146
PLZL;D;240524;000000;14055.5;14123;13700.5;13770;163835
PLZL;D;240527;000000;13892.5;13892.5;13189.5;13371;202567
PLZL;D;240528;000000;13290;13622;13020;13085;233348
PLZL;D;240529;000000;13094;13150;12435;12809;640475
PLZL;D;240530;000000;12791.5;12930;12437.5;12560;184696
PLZL;D;240531;000000;12644.5;12690;12034;12280;211381
PLZL;D;240603;000000;12180.5;12671;11505;12556.5;338435
PLZL;D;240604;000000;12601.5;12648;12060.5;12319.5;190296
PLZL;D;240605;000000;12321.5;12655;12225;12460;150098
PLZL;D;240606;000000;12549.5;12740;12431;12598.5;118259
PLZL;D;240607;000000;12621;12717;12270;12367.5;197158
PLZL;D;240610;000000;12366;12374.5;12000;12099.5;128932
PLZL;D;240611;000000;11995;12289;11820;12052.5;200446
PLZL;D;240613;000000;11712;12117.5;11100;12029.5;121793
PLZL;D;240614;000000;12049;12350;12006;12331.5;101603
PLZL;D;240617;000000;12302.5;12328;12060.5;12078;67164
PLZL;D;240618;000000;12080;12180.5;11770;11861.5;140826
PLZL;D;240619;000000;11874.5;11949.5;11163;11333;270466
PLZL;D;240620;000000;11362;11929.5;11266;11898;293347
PLZL;D;240621;000000;11900;12044;11678;11859.5;96094
PLZL;D;240624;000000;11880.5;11989.5;11700;11722;74901
PLZL;D;240625;000000;11724.5;11797;11548;11759;109763
PLZL;D;240626;000000;11785;11900;11676;11892;83966
PLZL;D;240627;000000;11893.5;12134;11789;12109;93863
PLZL;D;240628;000000;12110.5;12247;12061.5;12098;95574
PLZL;D;240701;000000;12126;12255;11950;12185;78698
PLZL;D;240702;000000;12202;12480;12202;12470;121149
PLZL;D;240703;000000;12528;12579.5;12290.5;12350.5;123044
PLZL;D;240704;000000;12370.5;12470;12060.5;12140;96057
PLZL;D;240705;000000;12140.5;12498;12102;12416.5;121521
PLZL;D;240708;000000;12458;12567.5;12119.5;12207.5;138479
PLZL;D;240709;000000;12210;12263.5;11759;11890;131546
PLZL;D;240710;000000;11936.5;11940;11350;11408.5;165311
PLZL;D;240711;000000;11408;12225;11373.5;12207.5;209024
PLZL;D;240712;000000;12200.5;12345;11968;12300;193760
PLZL;D;240715;000000;12298;12391.5;11907;11959;119300
PLZL;D;240716;000000;11983.5;12683.5;11950;12539.5;327674
PLZL;D;240717;000000;12585;12986;12468;12801.5;362312
PLZL;D;240718;000000;12808.5;13028;12685;12745.5;190685
PLZL;D;240719;000000;12697;12849;12551;12713;129582
PLZL;D;240722;000000;13008;13050;12800;12908;112200
PLZL;D;240723;000000;12895;13075;12800;13028;136100
PLZL;D;240724;000000;13070;13090;12904.5;12959.5;72393
PLZL;D;240725;000000;12899;12900;12711;12753;81321
PLZL;D;240726;000000;12761;12927.5;12400;12605.5;172079
PLZL;D;240729;000000;12600;12658;12243.5;12283;95608
PLZL;D;240730;000000;12320.5;12744;12250;12725;94502
PLZL;D;240731;000000;12754;12979;12620;12929.5;144852
PLZL;D;240801;000000;12949.5;13053;12800;12850;189808
PLZL;D;240802;000000;12901;12998.5;12501;12607;124329
PLZL;D;240805;000000;12499;12520;12007;12297;216038
PLZL;D;240806;000000;12351;12487.5;12254;12379;76109
PLZL;D;240807;000000;12404.5;12429;12126.5;12326;82342
PLZL;D;240808;000000;12368.5;12445;12267;12368.5;67625
PLZL;D;240809;000000;12367.5;12450;12285;12305;40910
PLZL;D;240812;000000;12315;12750;12170.5;12731.5;153844
PLZL;D;240813;000000;12732;12914;12625.5;12832.5;109086
PLZL;D;240814;000000;12859;12892;12476;12572;124720
PLZL;D;240815;000000;12560;12660;12500;12591.5;73578
PLZL;D;240816;000000;12590.5;12765;12500;12714.5;117275
PLZL;D;240819;000000;12769;12881.5;12609.5;12703;146822
PLZL;D;240820;000000;12716;13145;12656;12985.5;309118
PLZL;D;240821;000000;12985.5;13089.5;12790;12987;147313
PLZL;D;240822;000000;12980.5;13063.5;12360;12614.5;154549
PLZL;D;240823;000000;12628.5;12866;12542;12745;156249
PLZL;D;240826;000000;13000.5;13196.5;12853.5;12949;141836
PLZL;D;240827;000000;12955;13139.5;12764;12952.5;227201
PLZL;D;240828;000000;12850.5;12966;12505;12593.5;134553
PLZL;D;240829;000000;12652.5;12739;12272;12484.5;144024
PLZL;D;240830;000000;12484.5;12509;11919;12000;194971
PLZL;D;240902;000000;11890;12034;11355;11539;198994
PLZL;D;240903;000000;11539.5;11899;11351.5;11517;185213
PLZL;D;240904;000000;11496;11990;11406.5;11903;152633
PLZL;D;240905;000000;11981;12225;11865;11997;186084
PLZL;D;240906;000000;11955;12200;11930;12099.5;85994
PLZL;D;240909;000000;12110;12550;12047;12546;129990
PLZL;D;240910;000000;12548;12663;12352;12481;96302
PLZL;D;240911;000000;12510;12637.5;12380;12446;102141
PLZL;D;240912;000000;12450;12699.5;12385;12657;147929
PLZL;D;240913;000000;12697;12900;12460;12834.5;189794
PLZL;D;240916;000000;12912;13298;12910;13273;201352
PLZL;D;240917;000000;13287.5;13320;13053;13178;132524
PLZL;D;240918;000000;13186.5;13284;12901.5;13048.5;203090
PLZL;D;240919;000000;13110.5;13345;13104.5;13235;175374
PLZL;D;240920;000000;13289.5;13530;13279.5;13510;145134
PLZL;D;240923;000000;13621;13780;13514;13630;159527
PLZL;D;240924;000000;13615;13765;13354.5;13747.5;208405
PLZL;D;240925;000000;13760.5;13845;13415.5;13441.5;180114
PLZL;D;240926;000000;13462;13745.5;13421.5;13528;175250
PLZL;D;240927;000000;13530;13550;13310;13397.5;126285
PLZL;D;240930;000000;13408.5;13510;13137.5;13189.5;128247
PLZL;D;241001;000000;13209;13612;13120.5;13539;180202
PLZL;D;241002;000000;13555;13692;13390;13419.5;136296
PLZL;D;241003;000000;13420;13490;13264.5;13448;114757
PLZL;D;241004;000000;13455;13539;13400;13423;101561
PLZL;D;241007;000000;13415.5;13430;13280;13359.5;71158
PLZL;D;241008;000000;13359.5;13515.5;13250.5;13288.5;104783
PLZL;D;241009;000000;13277;13296;12970;13019.5;98305
PLZL;D;241010;000000;13030;13099.5;12924;13028.5;93514
PLZL;D;241011;000000;13035.5;13268.5;13030;13259.5;103721
PLZL;D;241014;000000;13260;13368;13259.5;13328;83971
PLZL;D;241015;000000;13339.5;13535;13250.5;13508;80036
PLZL;D;241016;000000;13591;13700;13444;13513;111031
PLZL;D;241017;000000;13537;13684;13474.5;13526.5;101576
PLZL;D;241018;000000;13550;13699;13550;13641;94820
PLZL;D;241021;000000;13732.5;14555;13732.5;14554.5;1076382
PLZL;D;241022;000000;14630;14826;14453;14602;583529
PLZL;D;241023;000000;14633.5;14900;14368;14500;957213
PLZL;D;241024;000000;14541;14825;14465;14815;255192
PLZL;D;241025;000000;14845;14978.5;14412;14594;402719
PLZL;D;241028;000000;14549;14684;14256;14365;280014
PLZL;D;241029;000000;14413;14590;14170;14538;228293
PLZL;D;241030;000000;14622;14864.5;14601;14799.5;194629
PLZL;D;241031;000000;14738.5;14965;14639;14715.5;208831
PLZL;D;241101;000000;14732;15176;14670;15164;198088
PLZL;D;241102;000000;15225;15261.5;15050;15189;112235
PLZL;D;241105;000000;15252;15340;15174;15232;139318
PLZL;D;241106;000000;15288;15489.5;14570;14718.5;450451
PLZL;D;241107;000000;14718.5;14989;14410;14850;233266
PLZL;D;241108;000000;14860;14900;14592;14746;130935
PLZL;D;241111;000000;14678.5;14712;14200;14258;239981
PLZL;D;241112;000000;14208.5;14477;13900;14370;242125
PLZL;D;241113;000000;14440;14545;14114.5;14152.5;171636
PLZL;D;241114;000000;14120;14223.5;13955.5;14143.5;168178
PLZL;D;241115;000000;14161;14400;14146;14365.5;129936
PLZL;D;241118;000000;14302.5;14680;14268.5;14571;234140
PLZL;D;241119;000000;14650;14693.5;14352.5;14418;169148
PLZL;D;241120;000000;14450;14610;14216.5;14409;116049
PLZL;D;241121;000000;14477;14549.5;14252.5;14421;126376
PLZL;D;241122;000000;14514.5;14850;14450;14762;300085
PLZL;D;241125;000000;14679;14948;14451.5;14513;291519
PLZL;D;241126;000000;14500.5;14500.5;13940;14180;209214
PLZL;D;241127;000000;14180;14517;13900.5;14307.5;248989
PLZL;D;241128;000000;14330;14393;14000.5;14203.5;143930
PLZL;D;241129;000000;14268.5;14450;14100;14124.5;136702
PLZL;D;241202;000000;14126;14500;14126;14430;122731
PLZL;D;241203;000000;14491.5;14740;14383.5;14512.5;135509
PLZL;D;241204;000000;14555;14600;14202;14260;90136
PLZL;D;241205;000000;14298;14414;14210;14319;93442
PLZL;D;241206;000000;14365;14430;14263.5;14323;60250
PLZL;D;241209;000000;14374;14800;14360;14799;193734
PLZL;D;241210;000000;14837;14898.5;14520;14777;246599
PLZL;D;241211;000000;14779;15044;14687;15044;232854
PLZL;D;241212;000000;15053;15159;14642;14770;237946
PLZL;D;241213;000000;13612;13873;13527.5;13692.5;294401
PLZL;D;241216;000000;13690;13831;13050;13074;243139
PLZL;D;241217;000000;13105;13620;13105;13620;197480
PLZL;D;241218;000000;13668;14068;13641.5;13820;226671
PLZL;D;241219;000000;13820;13996.5;13215.5;13336;448201
PLZL;D;241220;000000;13359.5;13718;13265;13600;305289
PLZL;D;241223;000000;13839.5;13998;13690;13929.5;187013
PLZL;D;241224;000000;13951.5;14050;13606;13719;175776
PLZL;D;241225;000000;13719.5;13990;13605.5;13973.5;129395
PLZL;D;241226;000000;13980;14138;13870;14001;127038
PLZL;D;241227;000000;14013.5;14140;13982.5;14139;92327
PLZL;D;241228;000000;14139;14139;13840;13926;111810
PLZL;D;241230;000000;13988.5;14044.5;13927;13981;63118
PLZL;D;250103;000000;14050;14140;14010;14095;65912
PLZL;D;250106;000000;14100;14118;13988;14070;27240
PLZL;D;250108;000000;14093;14430;14070.5;14410;103483
PLZL;D;250109;000000;14436.5;14570;14315.5;14533;130520
PLZL;D;250110;000000;14575;14930;14550.5;14886;150823
PLZL;D;250113;000000;14935;15085.5;14706;14903;135609
PLZL;D;250114;000000;14914;14996.5;14804;14914;85607
PLZL;D;250115;000000;14930;15090;14870;15084;83241
PLZL;D;250116;000000;15096.5;15235;15054.5;15207.5;91564
PLZL;D;250117;000000;15209;15295;15055.5;15163.5;86587
PLZL;D;250120;000000;15218;15299;14856;14971;124174
PLZL;D;250121;000000;15028;15835.5;14980;15800;306442
PLZL;D;250122;000000;15799.5;16100;15650.5;16010;329639
PLZL;D;250123;000000;15984.5;16470;15950.5;16465.5;338754
PLZL;D;250124;000000;16505.5;17098;16505;17080;382674
PLZL;D;250127;000000;17108.5;17438;16580;16902;495191
PLZL;D;250128;000000;16910;17250;16652;17205.5;233740
PLZL;D;250129;000000;17200;17250;16850;17017;152304
PLZL;D;250130;000000;17040;17324;16965;17250;151357
PLZL;D;250131;000000;17275;17370;17058.5;17170;160048
PLZL;D;250203;000000;17128.5;17477;16552;17359.5;269553
PLZL;D;250204;000000;17350;17771;17350;17678;275821
PLZL;D;250205;000000;17705;17995;17700;17846.5;279935
PLZL;D;250206;000000;17880;17977;17612;17729.5;154213
PLZL;D;250207;000000;17750;17880;17525.5;17830;125491
PLZL;D;250210;000000;17875;18066;17862;17973.5;134282
PLZL;D;250211;000000;17977.5;18180;17862.5;18170.5;162609
PLZL;D;250212;000000;18170.5;19000;18120;18882.5;284079
PLZL;D;250213;000000;18915;19853.5;18910;19319;396214
PLZL;D;250214;000000;19267;19695;18525;18709.5;301535
PLZL;D;250217;000000;18822;18980;18055;18500;265278
PLZL;D;250218;000000;18495;18830;18165;18717;229931
PLZL;D;250219;000000;18760;19060.5;18714;18973.5;179437
PLZL;D;250220;000000;19020;19330;18842.5;19009;162947
PLZL;D;250221;000000;19011;19029.5;18600;18802.5;109831
